pw1,pw2,pw3,pw4,pw5,pw6,pw7,pw8,pw9,pw10
62.59754576,67.28333333,65.80009329,60.66666667,54,48.66056445,58.27491399,66,53.78381798,70
54.55003946,58.28333333,57.77430874,50.66666667,45,39.95422383,49.62943928,59,45.14697309,60
57.59754576,62.28333333,60.80009329,56.66666667,49,43.99482879,53.59019706,61,49.12996989,66
58.07379261,62.28333333,61.28720102,63.66666667,49,46.64864098,56.13208273,62,51.9076868,73
52.12129891,57.28333333,55.31298556,50.66666667,44,38.3466026,47.94000981,55,43.42916447,60
56.50253316,59.28333333,59.74852419,44.66666667,46,39.24229721,49.09226614,62,44.43321671,54
77.45502686,79.28333333,80.72273964,71.66666667,66,62.21007125,71.96905599,84,67.56558713,81
78.02628631,81.28333333,81.26141647,69.66666667,68,61.93112835,71.70321117,83,67.11701894,79
74.50253316,77.28333333,77.74852419,67.66666667,64,58.91361888,68.66868149,80,64.16397628,77
61.02628631,64.28333333,64.26141647,45.66666667,51,42.59127802,52.49622969,66,47.69395555,55
85.52694735,89.28333333,88.7514288,79.36602126,76,71,79.344238,88.60455479,73.98146515,87
58.52694735,62.28333333,61.7514288,50.32681501,49,44,51.07083328,60.3082093,44.83593918,56
83.52694735,87.28333333,86.7514288,76.34641814,74,69,76.70753564,85.95638205,70.90870216,83
53.06152633,57.28333333,56.2742856,47.89542594,44,38,47.65250841,56.93473258,43.05422814,57
42.59610531,47.28333333,45.79714241,36.38562438,34,27,36.68737411,45.96856488,31.98146515,45
71.52694735,75.28333333,74.7514288,64.8562197,62,57,65.02588682,74.28046842,59.44508366,72
66.38863143,68.28333333,69.66000157,59.30721189,55,54,59.02126341,68.22836188,51.90870216,64
54.99236837,58.28333333,58.22857199,48.34641814,45,41,48.35431876,57.59846338,42.44508366,55
66.78489449,67.28333333,70.09143115,59.77780721,54,56,59.00655925,68.18234675,50.90870216,63
61.52694735,65.28333333,64.7514288,57.91502906,52,47,56.93599389,66.22498666,52.66337262,68
76.96553113,,80.17685696,69.4052275,66.89658313,59,70.92714972,84,67.46669408,79
74.00897719,,77.21676212,65.93463218,64.21838174,54,68.27012652,83,65.97275967,77
77.47639265,,80.68683325,72.97383842,69.46888526,59,73.53299874,85,71.43030054,86
49.43294659,,52.64692808,45.44443374,41.14708665,33,45.19002195,55,41.92423495,57
83.81346994,,87.03718888,80.8562197,74.52311816,73,78.50442318,84,71.91210377,88
69.36777751,,72.58707034,66.4052275,60.82373692,56,64.83716514,72,59.91210377,76
40.41122356,,43.6269755,34.89542594,30.87074995,25,34.88727485,45,30.44243172,44
71.87863902,,75.09704663,65.34641814,61.2529859,58,65.24119613,75,59.4545629,72
44.92208508,,48.13695179,38.89542594,35.21217731,29,39.23060647,50,34.94849731,48
49.856916,,53.07709405,43.32681501,38.93273839,37,42.90809935,52,36.4545629,49
68.45052279,71.26666667,71.70360438,63.38821319,58.96154198,55,62,72.21837379,57.56966021,72
74.31465614,75.26666667,77.62202084,71.0266459,66.5415153,63,66,79.80318278,64.89714381,83
80.1203561,85.26666667,83.3055838,78.12362337,73.49149502,64,76,86.90548021,74.89714381,93
55.91655613,58.26666667,59.1832085,51.38168567,46.93597848,43,49,60.19660965,45.52036981,61
67.38258947,69.26666667,70.66281261,61.36241488,57.0037789,55,60,70.20603878,54.61895061,68
65.45052279,68.26666667,68.70360438,63.07187088,58.50372341,52,59,71.84344942,58.37249861,77
73.98448945,77.26666667,77.22400026,69.73656955,65.25819619,60,68,78.55267574,64.52036981,80
72.24672282,72.26666667,75.58122908,69.00721923,64.53707026,62,63,77.77525114,62.37249861,81
54.31465614,55.26666667,57.62202084,50.35573147,45.90596994,43,46,59.14691387,43.94643421,61
69.05242278,73.26666667,72.26479203,62.74325295,58.35600516,54,64,71.61180066,57.1928862,69
72.75,78.76907745,77.95654988,68,65.65437401,58.2156538,69.11710265,79.11954709,67,78
40.75,44.80849758,43.9583408,36,25.72390709,20.45736611,32.13220974,39.53768669,31,35
84.75,87.82820765,86.95923625,80,71.09287873,66.5512889,76.77674397,84.60785275,73,83
59.75,62.82820765,61.95923625,55,43.28540236,38.93388541,50.1257015,57.04938104,48,53
66.75,68.84791771,67.96013171,62,49.96988818,46.45736611,56.77961026,63.58446407,53,61
66.75,77.18038216,76.45252033,62,62.47792599,51.1686924,65.50003449,76.49090932,70,70
69.75,71.84791771,70.96013171,65,52.96988818,49.45736611,59.77961026,66.58446407,56,64
54.75,57.82820765,56.95923625,50,48.95381257,43.88001869,51.39966288,61.77157356,43,67
71.75,74.33806268,73.45968398,67,59.33885983,55.121731,64.42921958,72.65463012,59,73
62.75,63.37748281,62.46147489,58,50.83082202,48.2156538,55.39745407,63.74818487,46,68
62.91666667,64.8,65.05336418,55.32906539,51.87511366,46.22852324,55.85817158,67,51,64
71.91666667,80.8,77.5158607,69.34141593,63.8435113,56.77550332,68.15286213,76,67,76
51.91666667,63.8,58.99978778,56.81362721,48.87207023,42.96342363,53.03645488,56,50,68
48.91666667,53.8,52.53729126,47.31053957,41.8518838,36.86946348,45.76972122,53,40,59
46.91666667,59.8,54.49443014,47.84450357,40.99050515,33.3224834,45.45213235,51,46,54
69.91666667,84.8,78.48371486,68.86920466,62.43453012,53.22852324,67.1716597,74,71,71
53.91666667,61.8,59.02121834,54.81362721,48.37448012,42.90078353,52.41317029,58,48,66
69.91666667,79.8,76.01050306,68.34141593,62.46790883,55.29116335,66.80868328,74,66,75
70.91666667,80.8,77.01050306,70.33524066,64.16910135,57.3224834,68.45671201,75,67,78
64.91666667,55.8,61.61229822,48.81362721,48.75972216,45.13456309,52.26421081,69,42,60
