pw1,pw2,pw3,pw4,pw5,pw6,pw7,pw8,pw9,pw10,平均值
,,,,,,,,,,0.0
66.82797262180304,66.83508366206482,65.8227524933899,75.76401549401133,65.50839462339357,,,68.06564138426441,68.08049900928907,,68.15164377893254
,,,,,,,,,,0.0
,,,,,,,,,,52.436379506971015
84.46016648606904,79.36157767041247,84.57718577475175,93.02135941642902,84.61110596711346,,,83.78509166332532,83.88556670050292,,85.20627906295516
,,,,,,,,,,0.0
76.32223085640781,68.226916329659,73.86036675683069,74.4365274999792,73.69527091355924,,,73.01912524774728,72.99373171752293,,73.30826247128718
74.96590825146427,76.57791233522411,73.86036675683069,74.4365274999792,73.69527091355924,,,74.19111133039041,74.34471083024516,,74.7071971514115
,,,,,,,,,,0.0
81.74752127618197,77.96974500281829,79.21877626579122,83.72894345820411,79.15318844033635,,,79.36864899302326,79.50920489014277,,80.36363488866638
,,,,,,,,,,54.85126333626623
,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,63.19097700577449
88.52913430089966,86.3207410083834,,87.71140744030049,,90.32865558992094,88.06516030612168,,87.06518252615275,87.57432101525286,88.19101972912524
,,,,,,,,,,0.0
,,,,,,,,,,64.75003620184192
,,,,,,,,,,0.0
,,,,,,,,,,62.05674314807585
,,,,,,,,,,57.48812706771855
,,,,,,,,,,65.54933437573368
,,,,,,,,,,55.65959407167636
,,,,,,,,,,0.0
,,,,,,,,,,62.74961110290391
,,,,,,,,,,71.61226703961249
,,,,,,,,,,0.0
66.82797262180304,66.03907463160115,65.8227524933899,,65.50839462339357,,65.79374405855536,63.35951099256185,67.98024500249296,,65.89977514672826
,,,,,,,,,,60.660725250120585
,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,48.9388142945343
,,,,,,,,,,0.0
,,,,,,,,,,50.314913666880265
,,,,,,,,,,59.39388076248555
,,,,,,,,,,65.69244337641274
,,,,,,,,,,58.10635609046301
,,,,,,,,,,0.0
,,,,,,,,,,43.61374744112697
,,,,,,,,,,0.0
,,,,,,,,,,0.0
66.82797262180304,67.12269312417496,65.8227524933899,67.79908752981856,65.50839462339357,66.5195306843013,67.67957692636205,,,,66.72755683895343
65.4716500168595,66.27034821336082,65.8227524933899,67.79908752981856,65.50839462339357,65.72833829371811,64.96149914239409,,,,65.91267676117113
