pw1,pw2,pw3,pw4,pw5,pw6,pw7,pw8,pw9,pw10,平均值
,,,,,,,,,,0.0
66.82797262180304,66.83508366206482,65.8227524933899,75.76401549401133,65.50839462339357,67.73700607704849,68.09265478306509,68.06564138426441,68.08049900928907,68.62896159425951,68.15164377893254
,,,,,,,,,,0.0
53.264746572367656,47.34942631574623,55.10593347546883,51.86923160143301,54.59255956983936,52.87951218129813,52.633938046399926,53.96626977802773,53.63102547688794,54.20210880144266,52.436379506971015
84.46016648606904,79.36157767041247,84.57718577475175,93.02135941642902,84.61110596711346,84.2065125976952,85.28758437299157,83.78509166332532,83.88556670050292,84.50333040398398,85.20627906295516
,,,,,,,,,,0.0
76.32223085640781,68.226916329659,73.86036675683069,74.4365274999792,73.69527091355924,72.8916687429479,73.50626277860103,73.01912524774728,72.99373171752293,73.55700096835061,73.30826247128718
74.96590825146427,76.57791233522411,73.86036675683069,74.4365274999792,73.69527091355924,74.14953488195927,74.78749065388183,74.19111133039041,74.34471083024516,74.79421687277059,74.7071971514115
,,,,,,,,,,0.0
81.74752127618197,77.96974500281829,79.21877626579122,83.72894345820411,79.15318844033635,79.57874631104978,80.46152284637965,79.36864899302326,79.50920489014277,80.04139005707546,80.36363488866638
57.33371438719827,58.48408765649971,54.97960344414346,51.86923160143301,55.01408545007856,53.83913392166187,52.73014911453832,56.0815784690812,55.94424010536173,56.400839027429626,54.85126333626623
,,,,,,,,,,0.0
,,,,,,,,,,0.0
61.402682202028885,65.44325099447063,63.24554525446018,62.48913555369004,63.48714444023371,61.658317136288815,64.96149914239409,63.75306870045074,63.70265171513323,64.13334296062817,63.19097700577449
88.52913430089966,86.3207410083834,88.15320407202428,87.71140744030049,88.94670014637074,90.32865558992094,88.06516030612168,86.76517589330376,87.06518252615275,87.57432101525286,88.19101972912524
,,,,,,,,,,0.0
65.4716500168595,61.26775299168808,64.77671646261987,73.10903950594708,65.16780710480981,61.658317136288815,62.24342135842615,65.14072964812433,64.90365892299789,65.54798400010972,64.75003620184192
,,,,,,,,,,0.0
64.11532741191597,58.48408765649971,62.26643225463809,55.85169558352939,62.59723411054176,66.87110594604012,64.96149914239409,62.78006067561515,62.81526847842111,63.259310143118064,62.05674314807585
60.04635959708535,55.700422321311336,57.69527300640353,51.86923160143301,57.89416860998359,61.658317136288815,58.16630468247422,58.54366338842133,58.514429706920346,58.97550129908514,57.48812706771855
62.75900480697243,65.59972258081382,64.48315011614976,64.68025951549957,64.1439152416993,65.1200486864765,65.32925002163294,64.6012574795538,71.75934423429308,65.78464066268384,65.54933437573368
54.6210691773112,55.23628153491964,56.44553585270896,55.051118953928864,55.95703895153363,55.45997133819584,55.32270654836695,57.15077855760211,54.12354781922593,56.827216509334185,55.65959407167636
,,,,,,,,,,0.0
64.11532741191597,62.89537821547956,63.14354773890963,62.46875411031266,62.77943586000502,62.56366295812014,62.8363837526578,68.32649694052964,55.383247563159294,64.05338183855082,62.749611102903906
70.89694043663366,72.20187909300552,71.18116200235043,71.18312111667771,70.9663121501707,71.25922378707534,71.86366789436445,75.77697586248132,69.23994474642635,72.20972883461525,71.61226703961249
,,,,,,,,,,0.0
66.82797262180304,66.03907463160115,65.8227524933899,65.24157196195344,65.50839462339357,65.57126614242243,65.79374405855536,63.35951099256185,67.98024500249296,66.34238154447415,65.89977514672826
60.04635959708535,60.52820987873041,61.8039453616695,60.10334247442381,61.41495647831074,60.4328125889093,60.4900241830641,60.87601801857795,59.1623467949594,61.58877679790505,60.660725250120585
,,,,,,,,,,0.0
,,,,,,,,,,0.0
50.552101362480585,45.95759364815204,48.72891925141038,46.55927962530448,48.75204869923568,47.32314790947275,48.592242518323886,50.34775010854143,49.85344443261799,54.30194892726168,48.9388142945343
,,,,,,,,,,0.0
51.90842396742412,48.741258983340416,50.18876130808847,46.55927962530448,50.246122790315866,53.83913392166187,50.09996730771459,51.56469704531185,51.4855236411086,50.52647183667045,50.314913666880265
61.402682202028885,55.700422321311336,59.40778744559397,63.81662354772217,59.77094151898818,64.26471154116446,59.45105940265571,59.9602560785763,60.275718197957495,51.78496420020086,59.39388076248555
64.11532741191597,62.65958565928226,65.71923053166253,65.1441115417543,66.1389026030752,74.69028916066705,65.84757313171795,65.82094101721638,66.18893835947446,61.85290310844414,65.69244337641274
57.33371438719827,59.87592032409389,58.05132733282134,59.83415956562578,58.26341744305689,62.96151433872664,58.07691753330452,58.71485840993511,59.12558161961153,50.52647183667045,58.10635609046301
,,,,,,,,,,0.0
45.12681094270643,45.95759364815204,43.37405855687149,57.17918357756152,43.35877751500641,36.89757028997016,43.15969256384869,45.18775866517818,45.20677968737907,32.90757874724472,43.61374744112697
,,,,,,,,,,0.0
,,,,,,,,,,0.0
66.82797262180304,67.12269312417496,65.8227524933899,67.79908752981856,65.50839462339357,66.5195306843013,67.67957692636205,66.92298481215671,66.95307266226737,67.42252513513989,66.72755683895343
65.4716500168595,66.27034821336082,65.8227524933899,67.79908752981856,65.50839462339357,65.72833829371811,64.96149914239409,66.17060435345914,66.14892668733262,66.66171290545678,65.91267676117113
,,,,,,,,,,0.0
,,,,,,,,,,0.0
55.977391782254735,55.988031783421455,55.10593347546883,57.17918357756152,54.59255956983936,56.09395306479871,56.80726579049024,56.98901291622113,56.87547471080043,57.35458622689662,55.93246683912294
68.18429522674658,66.58426934542157,65.8227524933899,66.47159953578642,65.50839462339357,66.02282652869022,64.96149914239409,66.45097060731396,66.45044971677723,66.95165160445053,66.18970820434211
,,,,,,,,,,0.0
73.60958564652074,74.0755909198812,73.86036675683069,73.10903950594708,73.69527091355924,73.07707103058686,73.11573249429794,73.18058760701321,73.26149165850707,73.74521822765855,73.47799906343114
64.11532741191597,65.98321486483391,64.48315011614976,69.12657552385069,64.1439152416993,65.42192722269607,66.32053803437807,65.87142694953556,65.87683652293103,66.36965006634811,65.63790126559874
,,,,,,,,,,0.0
,,,,,,,,,,0.0
51.90842396742412,55.75805898837368,55.74852682843202,55.34615373982914,55.76076546320655,60.35511993385099,55.44822689850626,52.18379260963432,61.68174628282613,56.961498034828246,56.315461938448365
,,,,,,,,,,0.0
64.11532741191597,64.36944036101966,64.20562268859017,63.79648007545224,64.63462044240799,60.35511993385099,63.60246025041012,72.05173640150548,60.422046538892765,65.22369847378172,64.10933810731505
60.04635959708535,58.73059331701045,58.64969011087291,58.29117792354733,58.86612987397961,49.9295423143484,59.52534357445819,63.35951099256185,61.68174628282613,59.711184496370535,58.90850055225599
,,,,,,,,,,0.0
,,,,,,,,,,0.0
58.69003699214181,59.7075428134889,59.53424617818643,59.131647033253394,59.6455682308928,59.05192273141317,58.16630468247422,58.39252504459406,65.46084551462623,60.49507032142832,59.95232699304991
61.402682202028885,58.40117450811914,58.49593891540462,58.19217913694915,58.740466205033776,62.96151433872664,62.24342135842615,54.66728558361822,51.60414833135919,59.87339737981602,58.57581036283182
53.264746572367656,54.3248730630539,54.55394508549553,54.22257044280839,54.76552704949626,57.74872552897534,52.73014911453832,59.63427153158601,50.344448587425816,56.22530509571388,54.74446826697863
87.17281169595611,89.10440634357177,87.25639052923202,83.32578447977565,84.50134107692134,82.96316706979903,84.07561570190545,82.7913823229619,74.27874372215982,79.47179619786988,83.45682969775793
66.82797262180304,66.83508366206482,65.8227524933899,64.24717089287819,64.92485421285625,64.34276201132624,64.56167880842116,65.04403710506521,56.64294730709266,66.88687256256578,64.60312572938324
,,,,,,,,,,0.0
,,,,,,,,,,0.0
74.96590825146427,75.18607966762993,75.19996913407083,73.38132814234176,74.3490848288352,73.38967888117782,73.98655320242986,73.60691495231066,67.98024500249296,75.69631910727864,73.80570423258732
,,,,,,,,,,0.0
,,,,,,,,,,0.0
64.11532741191597,68.226916329659,64.48315011614976,63.699608986637415,64.3176005265387,63.90434647414274,64.20013182480876,64.4142265872083,65.46084551462623,59.33591838138332,64.32443155074687
95.31074732561736,91.88807167876011,95.29400479267282,90.51663325325242,92.038321563783,90.16162570344216,91.61826635928152,89.53333749204968,86.8757411614935,84.50576565199151,90.77486612210706
60.04635959708535,65.44325099447063,63.14354773890963,63.64790305243145,64.3061979508347,64.0199556741319,64.13259443661795,64.55441192721187,64.20114577069286,69.4038572896266,64.44763227815702
59.82658836748135,54.30858965371715,63.14354773890963,58.50667157159366,62.77943586000502,60.08037931324965,60.14266749217785,60.81464456437436,61.68174628282613,61.098482155419696,60.08399822141032
,,,,,,,,,,0.0
55.34434602653072,58.48408765649971,57.7851382299491,57.17918357756152,57.32151833322792,55.58863884266847,55.457979582271655,56.7486127403149,46.56534935562571,57.25769337574399,55.46705543057279
,,,,,,,,,,0.0
63.28319877926515,61.26775299168808,64.48315011614976,62.48913555369004,64.1439152416993,63.3892783994476,63.57607403354746,63.92690171114389,65.46084551462623,64.30473368302192,63.56895988357068
70.80947014990167,73.79424700003574,71.18116200235043,71.78155151191494,70.9663121501707,70.51987527921935,71.01040709581244,70.82998375722899,66.7205452585596,71.45494280965578,70.88876358460627
54.1935444529399,54.30858965371715,52.42672872098856,63.81662354772217,51.863600806450805,54.46971777023823,54.2681883276228,55.531653446688686,50.344448587425816,56.0370539428604,54.5519982632609
,,,,,,,,,,0.0
59.82141071768265,59.87592032409389,59.12474060718923,57.17918357756152,58.68599771492219,60.12421923274346,60.1494509820554,60.69450014069922,66.7205452585596,60.98879842948504,60.31727749646528
,,,,,,,,,,0.0
69.20571928745142,71.01058166484736,69.29945833952485,68.84236120067924,68.23735338678213,65.56790874360229,69.03861581834602,73.29348288849744,69.30688456143608,69.86858618314935,69.42958850041505
,,,,,,,,,,0.0
82.71931438196245,89.10440634357177,82.63619425294672,82.11917680190754,80.51766782203063,82.509472375294,79.91092695421783,81.98570829744106,82.00878704754763,82.44066857780547,82.80563635851107
,,,,,,,,,,0.0
,,,,,,,,,,0.0
,,,,,,,,,,0.0
65.76799289563033,71.01058166484736,65.86537309939133,65.5059000924165,65.50839462339357,59.05192273141317,69.03861581834602,65.84300396654575,66.18231197171703,66.5443533687082,66.09050376090917
62.84881048619963,68.226916329659,63.03158680529547,62.68045032185437,60.05047709661647,70.78069755335359,58.16630468247422,59.63427153158601,63.69478744262134,64.0665457636209,63.37173343873786
78.34667499248168,76.57791233522411,78.3664780859144,77.75670687931779,76.4242296769478,81.20627517285618,77.19284917024987,80.74396181044912,77.8651987063399,78.4507296919303,78.42904563314542
68.06651047060987,65.44325099447063,68.21047052795693,67.68848777878864,66.87287400508785,69.47750035091576,67.67957692636205,72.05173640150548,68.26947435336935,68.8839152931541,68.30498773566836
